date,helpful,name,rating,review,size
18-Jul-19,,sathish,5.0 out of 5 stars,Best phone,Size: 6GB+128GB
13-Sep-19,,Amazon Customer,5.0 out of 5 stars,Great product,Size: 8GB+256GB
28-Jun-19,,Sriram,5.0 out of 5 stars,Good,Size: 6GB+128GB
12-Sep-19,,pawan,5.0 out of 5 stars,"Best android phone under 40,000",Size: 8GB+256GB
23-Jul-19,,Amazon Customer,5.0 out of 5 stars,Great produt,Size: 6GB+128GB
12-Sep-19,,Harshad Modi,5.0 out of 5 stars,Very nice,Size: 6GB+128GB
22-Jul-19,,Subimal Nath,5.0 out of 5 stars,Awesome,Size: 8GB+256GB
07-Sep-19,,Yogin vadgama,5.0 out of 5 stars,Nice,Size: 6GB+128GB
04-Sep-19,,SACHIN C,5.0 out of 5 stars,Nuce,Size: 6GB+128GB
20-Jul-19,,SASIKUMAR,5.0 out of 5 stars,Good,Size: 8GB+256GB
30-Jun-19,,muralitharan,5.0 out of 5 stars,No problem,Size: 8GB+256GB
17-Aug-19,,Amazon Customer,5.0 out of 5 stars,Perfect phot,Size: 6GB+128GB
22-Aug-19,,Vidya Sagar M,5.0 out of 5 stars,Best Phone,Size: 8GB+256GB
28-Jul-19,,Amazon Customer,3.0 out of 5 stars,Good but need improvements,Size: 6GB+128GB
18-Jun-19,,S Dash,5.0 out of 5 stars,Pretty decent,Size: 6GB+128GB
12-Jun-19,,Nagella Manoj Kumar,5.0 out of 5 stars,1+7®,Size: 6GB+128GB
11-Aug-19,,jemsbiswas,4.0 out of 5 stars,Master blaster phone,Size: 6GB+128GB
22-Aug-19,,RUKMANI KHUMBATI,5.0 out of 5 stars,Good PRODUCT,Size: 6GB+128GB
21-Aug-19,,Vicky lodaya,5.0 out of 5 stars,Good producy,Size: 6GB+128GB
31-Jul-19,,Rakesh Kumar K,5.0 out of 5 stars,Good one if price is not matter,Size: 8GB+256GB
17-Jun-19,,Ayush,5.0 out of 5 stars,Value for money!!,Size: 6GB+128GB
26-Jul-19,,kotesh,5.0 out of 5 stars,Nice to buy it,Size: 6GB+128GB
23-Jul-19,,Amazon Customer,4.0 out of 5 stars,Value for money,Size: 6GB+128GB
18-Aug-19,,Karthikeyan,5.0 out of 5 stars,Good,Size: 6GB+128GB
07-Jun-19,One person found this helpful,SUPRADIP D.,5.0 out of 5 stars,Goor,Size: 6GB+128GB
30-Jul-19,,Aman Wadhwa,5.0 out of 5 stars,Amazing phone,Size: 6GB+128GB
30-Jul-19,,D SATISH Kumar,5.0 out of 5 stars,Superb Mobile,Size: 6GB+128GB
23-Jul-19,,RAM SHANKAR S S,1.0 out of 5 stars,Performance issue,Size: 6GB+128GB
29-Jun-19,,DrAshwin Raj,5.0 out of 5 stars,Class and Finnese at best!!!,Size: 6GB+128GB
05-Sep-19,,Reema,5.0 out of 5 stars,Good,Size: 6GB+128GB
26-Aug-19,,Ajay singh,3.0 out of 5 stars,Okay.. decent,Size: 6GB+128GB
10-Jun-19,,Uphaar M.,5.0 out of 5 stars,Best Bang for the buck,Size: 6GB+128GB
28-Jun-19,,Kartik shelke,5.0 out of 5 stars,Its fire lit,Size: 6GB+128GB
12-Jul-19,,Harsh Nigam,5.0 out of 5 stars,Awesome Phone.,Size: 6GB+128GB
03-Sep-19,,Shyamsundar Gentyal,4.0 out of 5 stars,Headphone issue,Size: 6GB+128GB
28-Jun-19,,Muneer,4.0 out of 5 stars,Best in market,Size: 6GB+128GB
29-Jul-19,One person found this helpful,Akshay,5.0 out of 5 stars,Worth it,Size: 6GB+128GB
03-Jul-19,,AMBUJ,1.0 out of 5 stars,Don't buy it,Size: 6GB+128GB
13-Aug-19,,Veerendrapatel S,5.0 out of 5 stars,Great phone,Size: 6GB+128GB
12-Aug-19,,Vasudevan Eledath,5.0 out of 5 stars,Best phone ever used,Size: 6GB+128GB
12-Jul-19,,Karthik,5.0 out of 5 stars,Excellent,Size: 6GB+128GB
19-Jul-19,,Audio enthusiast,5.0 out of 5 stars,Great phone,Size: 6GB+128GB
21-Aug-19,,Mubaraka Bharucha,5.0 out of 5 stars,Mubaraka,Size: 6GB+128GB
14-Aug-19,,Vivek Prakash Naidu,5.0 out of 5 stars,Very good phone with latest snapdragon 855 processor,Size: 8GB+256GB
19-Jul-19,,Seems j.,2.0 out of 5 stars,Warranty card not found,Size: 8GB+256GB
15-Jul-19,,Devlina Biswas,5.0 out of 5 stars,Amazing,Size: 8GB+256GB
12-Jul-19,,Shadab Siddiqui,5.0 out of 5 stars,Smooth Experience,Size: 6GB+128GB
30-Jun-19,,Saaveer,3.0 out of 5 stars,Speaker problems no warranty,Size: 8GB+256GB
09-Jun-19,,Amazon_customer_,3.0 out of 5 stars,Weak battery life,Size: 6GB+128GB
08-Jun-19,,Mohd Arif Saifi,5.0 out of 5 stars,Incredible Design & Features.,Size: 6GB+128GB
26-Jul-19,,manish patel,4.0 out of 5 stars,Finger print doesn't work sometime,Size: 6GB+128GB
30-Aug-19,,Harikumar S R,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
18-Jul-19,,Amazon Customer,5.0 out of 5 stars,Excellent,Size: 6GB+128GB
14-Jul-19,,Ashu,5.0 out of 5 stars,Value for money,Size: 6GB+128GB
10-Jul-19,,Arvind Kumar Singh,5.0 out of 5 stars,Nice Phone,Size: 6GB+128GB
27-Jul-19,,awani vishwakarma,5.0 out of 5 stars,Amazing phone at this price.,Size: 6GB+128GB
12-Aug-19,,prayag gowda,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
21-Aug-19,,Mohd Riyaz,5.0 out of 5 stars,.,Size: 8GB+256GB
25-Jun-19,,sourav mehta,5.0 out of 5 stars,Wonderful phone,Size: 8GB+256GB
19-Jul-19,,Amazon Customer,5.0 out of 5 stars,Very good product,Size: 6GB+128GB
01-Aug-19,,himanshu shekhar,5.0 out of 5 stars,Battery n cameras r just amazing.,Size: 6GB+128GB
06-Sep-19,,Abhishek Pharate,4.0 out of 5 stars,Average,Size: 8GB+256GB
06-Jul-19,,Melvin george ampattu,5.0 out of 5 stars,GOOD PRODUCT,Size: 6GB+128GB
23-Jun-19,,Narinder Kumar,5.0 out of 5 stars,A complete all-rounder,Size: 6GB+128GB
31-Aug-19,,Amazon Customer,5.0 out of 5 stars,Just love it,Size: 6GB+128GB
24-Jun-19,One person found this helpful,Prashant tarihal,4.0 out of 5 stars,Touch,Size: 6GB+128GB
17-Jul-19,,Amazon Customer,5.0 out of 5 stars,Must buy this rather than anyelse brand one plus is best,Size: 8GB+256GB
10-Jun-19,,Nehal Sudeep,5.0 out of 5 stars,Buttery smooth,Size: 6GB+128GB
12-Jun-19,,vasudevan nair,5.0 out of 5 stars,Good product,Size: 6GB+128GB
30-Jul-19,,Vigneshwar,1.0 out of 5 stars,Can go for better one,Size: 6GB+128GB
16-Sep-19,,Amazon Customer,5.0 out of 5 stars,Sprb,Size: 6GB+128GB
14-Jul-19,,Mallikarjunarao,5.0 out of 5 stars,Great fone,Size: 8GB+256GB
31-Jul-19,,Bikash rai,2.0 out of 5 stars,Not worth,Size: 6GB+128GB
02-Aug-19,,Kusma singh,5.0 out of 5 stars,Awesome phone and long battery life and camera quality is awesome,Size: 8GB+256GB
18-Aug-19,,Sakirhusain syed,4.0 out of 5 stars,Superb mobile,Size: 6GB+128GB
21-Aug-19,,ANITA STEEL CENTRE,5.0 out of 5 stars,Good,Size: 6GB+128GB
28-Jun-19,,Amazon Customer,4.0 out of 5 stars,One happy customer,Size: 8GB+256GB
12-Aug-19,,manoharreddy,5.0 out of 5 stars,Exhalent,Size: 6GB+128GB
08-Jul-19,,Shagun Shekhar,5.0 out of 5 stars,Worth Buying...,Size: 6GB+128GB
10-Jul-19,,Amazon Customer,5.0 out of 5 stars,A worthy choice,Size: 6GB+128GB
08-Jul-19,,Dr.Biswajit Ray,4.0 out of 5 stars,Good product,Size: 8GB+256GB
05-Jul-19,,Srujan Kumar,5.0 out of 5 stars,Perfect mobile for PUBG,Size: 6GB+128GB
08-Jun-19,,sudarsan chakraborty,5.0 out of 5 stars,Great phone,Size: 6GB+128GB
21-Aug-19,,Amazon Customer,5.0 out of 5 stars,Fast and Furious,Size: 6GB+128GB
20-Aug-19,,anil,1.0 out of 5 stars,Money waist,Size: 6GB+128GB
13-Sep-19,,Jatin Purabiya,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
05-Sep-19,,Amit Rai,5.0 out of 5 stars,Super device,Size: 6GB+128GB
24-Aug-19,,Himanshu Shivhare,5.0 out of 5 stars,Perfect for everything,Size: 6GB+128GB
16-Jul-19,,Abhisek Chatterjee,5.0 out of 5 stars,Best phone to buy,Size: 8GB+256GB
21-Jul-19,,Hemant Gupta,4.0 out of 5 stars,Overall a good phone. Value for money. Response time is good. No lag in moving between applications.,Size: 6GB+128GB
27-Jun-19,,Felicia Dsouza,5.0 out of 5 stars,Good,Size: 8GB+256GB
31-Jul-19,,VIVEK ANAND,5.0 out of 5 stars,Awesome phone.. Believe it but it,Size: 6GB+128GB
20-Aug-19,,Rakesh.Rathod24,5.0 out of 5 stars,One Plus never settle,Size: 6GB+128GB
21-Aug-19,,Konala R.,1.0 out of 5 stars,Don't buy never never trust amazon,Size: 6GB+128GB
23-Aug-19,,Ajay dhimann,5.0 out of 5 stars,Amazing,Size: 6GB+128GB
01-Aug-19,,sunil ,5.0 out of 5 stars,Value for money,Size: 6GB+128GB
08-Jul-19,,Amazon Customer,4.0 out of 5 stars,Good one,Size: 8GB+256GB
12-Sep-19,,Max,5.0 out of 5 stars,always Fantastic but not in bettry life,Size: 6GB+128GB
22-Aug-19,,shekhar nellagi,4.0 out of 5 stars,Great purchase,Size: 6GB+128GB
06-Aug-19,,Pijush,5.0 out of 5 stars,Need some Improvements,Size: 6GB+128GB
21-Aug-19,,Fashionfactory,4.0 out of 5 stars,Best of oneplus,Size: 6GB+128GB
30-Jul-19,,Viraj Rathod,4.0 out of 5 stars,Good phone as compared to others phone in same budget.,Size: 6GB+128GB
10-Jul-19,,Amazon Customer,5.0 out of 5 stars,Best premium smartphone in budget.,Size: 6GB+128GB
22-Jul-19,,Shruti Ranjeet Sharma,5.0 out of 5 stars,"Awesome feeling his finger touch, camera, processor speed, and sound amazing also thank to Amazon",Size: 6GB+128GB
12-Jul-19,,Trupti Dhagawkar,5.0 out of 5 stars,Superrrrrrr,Size: 6GB+128GB
08-Jun-19,,Amazon Customer,5.0 out of 5 stars,Superfast!,Size: 6GB+128GB
10-Jul-19,,VIKRAM DHAMI,5.0 out of 5 stars,Flagship 😍😍,Size: 6GB+128GB
03-Aug-19,,Prachi,5.0 out of 5 stars,Nice phone,Size: 6GB+128GB
19-Jun-19,,amit,5.0 out of 5 stars,Nice phone,Size: 8GB+256GB
06-Aug-19,,Aman rai,4.0 out of 5 stars,Value for money,Size: 6GB+128GB
05-Aug-19,,aniket2000,5.0 out of 5 stars,OP PHONE,Size: 8GB+256GB
12-Jun-19,,Vanita nahar,3.0 out of 5 stars,Super phone ...,Size: 6GB+128GB
20-Aug-19,,Kartik Iyer,2.0 out of 5 stars,Worst battery life!! SOT 4hrs,Size: 6GB+128GB
19-Sep-19,,Vinay Pai,5.0 out of 5 stars,Best premium phone in the market,Size: 8GB+256GB
19-Jul-19,,KRISHNA,5.0 out of 5 stars,Mast hai boss,Size: 6GB+128GB
30-Jul-19,,Ananthakrishnan P S,5.0 out of 5 stars,Love it too much,Size: 6GB+128GB
25-Jul-19,,Manas,5.0 out of 5 stars,Good flagship phone,Size: 6GB+128GB
15-Jul-19,,Conan Wahengbam,5.0 out of 5 stars,:),Size: 6GB+128GB
30-Jun-19,,Amazon Customer,5.0 out of 5 stars,Good phone,Size: 8GB+256GB
06-Sep-19,,Arvind M.,5.0 out of 5 stars,Fully loaded,Size: 6GB+128GB
18-Aug-19,,Ranjeev l.,5.0 out of 5 stars,Excellent phone! Completely satisfied!,Size: 6GB+128GB
29-Jun-19,,Vivek,3.0 out of 5 stars,Compromise,Size: 6GB+128GB
12-Jun-19,,Jyothish J S,5.0 out of 5 stars,Great package,Size: 6GB+128GB
14-Aug-19,,dheeraj tiwari,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
12-Sep-19,,Naman arora,5.0 out of 5 stars,Worth your money,Size: 8GB+256GB
13-Jul-19,,BAMMIDI MANOHAR,5.0 out of 5 stars,Nice to have,Size: 6GB+128GB
12-Aug-19,,Sankalp G.,5.0 out of 5 stars,Must buy,Size: 6GB+128GB
27-Jun-19,,Amazon Customer,5.0 out of 5 stars,Very good product....,Size: 6GB+128GB
13-Jul-19,,Siva,4.0 out of 5 stars,Good one,Size: 6GB+128GB
08-Jun-19,,Govind r.,5.0 out of 5 stars,OnePlus 7 - go beyond speed,Size: 6GB+128GB
07-Jun-19,One person found this helpful,Kishan kotak,5.0 out of 5 stars,Awesome looking and best phone ever,Size: 6GB+128GB
17-Aug-19,,N.Ashok Kumar,4.0 out of 5 stars,Camera Quality,Size: 6GB+128GB
08-Sep-19,,Shanu shah,1.0 out of 5 stars,Not good product,Size: 6GB+128GB
25-Aug-19,,Chinna Rayudu Battula,5.0 out of 5 stars,Nice phone,Size: 6GB+128GB
24-Aug-19,,Tushar ahirrao,5.0 out of 5 stars,"Excellent processor, Weapon for photographer",Size: 8GB+256GB
21-Jul-19,,DR SYED YOUSUF ALI,4.0 out of 5 stars,Excellent,Size: 6GB+128GB
01-Aug-19,,Kathiresan,5.0 out of 5 stars,Sema phone awesome,Size: 6GB+128GB
03-Aug-19,,Essan S.,5.0 out of 5 stars,"Love, love and only love.",Size: 6GB+128GB
19-Jul-19,,Mohnish Jain,5.0 out of 5 stars,One plus in flagship category,Size: 6GB+128GB
14-Jul-19,,anil,5.0 out of 5 stars,Good but fingerprint sensor sucks,Size: 6GB+128GB
12-Jul-19,,raj,5.0 out of 5 stars,Fabulous product,Size: 6GB+128GB
28-Aug-19,,Rohan Jain,3.0 out of 5 stars,Not value for money,Size: 6GB+128GB
31-Jul-19,,NEERAJ RAWAT,5.0 out of 5 stars,good product.,Size: 8GB+256GB
14-Jul-19,,Vipin Chepurwar,5.0 out of 5 stars,Value for Money Mobile,Size: 8GB+256GB
20-Sep-19,,Amaljith N,5.0 out of 5 stars,Class Product !!,Size: 6GB+128GB
09-Jul-19,,Praveen,4.0 out of 5 stars,"Iam seeing the mobile from 1+1, now only i buy in 1+7",Size: 6GB+128GB
18-Aug-19,,Krishh2k17,5.0 out of 5 stars,Overall good performance,Size: 6GB+128GB
06-Sep-19,,Sharada ganesh ,4.0 out of 5 stars,Oneplus7 is A1,Size: 8GB+256GB
28-Aug-19,,Laxman,5.0 out of 5 stars,Invoce not clear,Size: 6GB+128GB
07-Jun-19,,SHASANK KANDOI,5.0 out of 5 stars,Great buy,Size: 8GB+256GB
20-Jul-19,,Jaishiv,4.0 out of 5 stars,Battery backup,Size: 6GB+128GB
16-Aug-19,,vishal,5.0 out of 5 stars,Superup,Size: 6GB+128GB
05-Aug-19,,Syed Numan,4.0 out of 5 stars,Oneplus7,Size: 6GB+128GB
27-Aug-19,,Amazon Customer,5.0 out of 5 stars,It's a beast !,Size: 8GB+256GB
21-Jul-19,,Ashwin,1.0 out of 5 stars,It's not good,Size: 8GB+256GB
20-Jul-19,,Parth Makwana,5.0 out of 5 stars,Winner Phone!,Size: 6GB+128GB
16-Jul-19,,Sanket Patel,5.0 out of 5 stars,Comfortable classy,Size: 6GB+128GB
26-Jul-19,,Srinivas,5.0 out of 5 stars,Value for Money,Size: 6GB+128GB
04-Aug-19,,Ashoka B,4.0 out of 5 stars,"Overall good, some features available in 5T disabled in this",Size: 6GB+128GB
10-Sep-19,,jayasimhan,5.0 out of 5 stars,My favourite,Size: 6GB+128GB
14-Aug-19,,jeetu,5.0 out of 5 stars,Good,Size: 8GB+256GB
13-Aug-19,,Kaushal kishore,4.0 out of 5 stars,Best phone,Size: 6GB+128GB
02-Aug-19,,Mamta S.,3.0 out of 5 stars,camera can be improved,Size: 6GB+128GB
10-Jun-19,,mamta sharma,3.0 out of 5 stars,Front camera not so good,Size: 8GB+256GB
12-Jul-19,,akki,3.0 out of 5 stars,It is ok ok product,Size: 6GB+128GB
09-Jun-19,,GOKUL RAJAN,4.0 out of 5 stars,Good one,Size: 6GB+128GB
31-Jul-19,,jeevan kumar,4.0 out of 5 stars,Use it before buying it,Size: 6GB+128GB
30-Jul-19,,venkatesh kotha,5.0 out of 5 stars,Very nice,Size: 6GB+128GB
11-Jul-19,,Prasanta Borborah,5.0 out of 5 stars,Awesome phone,Size: 6GB+128GB
26-Jun-19,,Arif,5.0 out of 5 stars,Camera and display,Size: 6GB+128GB
13-Jul-19,,Amazon Customer,5.0 out of 5 stars,Best phone,Size: 8GB+256GB
08-Jul-19,,Anandhu,5.0 out of 5 stars,Beast,Size: 8GB+256GB
24-Jul-19,,keyur patel,5.0 out of 5 stars,Nice product,Size: 6GB+128GB
25-Jun-19,,Kichu Dixon,5.0 out of 5 stars,Lightning speed,Size: 6GB+128GB
07-Jun-19,,Amazon Customer,4.0 out of 5 stars,Great phone with one minor problem,Size: 6GB+128GB
08-Jul-19,,Mayank raj,5.0 out of 5 stars,Great product,Size: 8GB+256GB
19-Jun-19,,sevenhills,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
24-Jul-19,,Balraj Parmar,5.0 out of 5 stars,Worth the money,Size: 6GB+128GB
23-Jun-19,,Irappa,5.0 out of 5 stars,Good one. Satisfied.,Size: 6GB+128GB
03-Jul-19,,Aditya Kumar ,5.0 out of 5 stars,Over all phone is really fast n easy to use,Size: 6GB+128GB
06-Sep-19,,Ishu singh,5.0 out of 5 stars,Rocket phone,Size: 6GB+128GB
22-Aug-19,,REEMOL TOMY,5.0 out of 5 stars,Great phone,Size: 6GB+128GB
18-Jul-19,,Shashank Kochar,4.0 out of 5 stars,It's nice but there are some needs to improve it,Size: 6GB+128GB
11-Jul-19,,Amazon Customer,5.0 out of 5 stars,Super,Size: 8GB+256GB
10-Sep-19,,Manav Shah,5.0 out of 5 stars,Amazing Phone,Size: 6GB+128GB
30-Aug-19,,dinesh rajan,5.0 out of 5 stars,Overall worth your money,Size: 6GB+128GB
15-Jul-19,,Dinesh,5.0 out of 5 stars,Super,Size: 6GB+128GB
31-Aug-19,,mangesh shivaji panchal,5.0 out of 5 stars,Best,Size: 6GB+128GB
22-Aug-19,,VISHAL GOSWAMI,5.0 out of 5 stars,King of Android,Size: 8GB+256GB
21-Aug-19,,Shailendra,5.0 out of 5 stars,I Phone Ki Takkar Ka Phone,Size: 6GB+128GB
01-Aug-19,,deepak,5.0 out of 5 stars,Good average phone,Size: 6GB+128GB
01-Aug-19,,deepshika,5.0 out of 5 stars,Best mobile,Size: 6GB+128GB
08-Sep-19,,Chetan Ahire,5.0 out of 5 stars,Just Amazing,Size: 8GB+256GB
21-Aug-19,,Azim Mukdiwala,4.0 out of 5 stars,Oneplus a batter pick,Size: 8GB+256GB
25-Jul-19,,Mr. Kunal,5.0 out of 5 stars,Amazing phone,Size: 8GB+256GB
22-Jul-19,,Rupayan Karmakar,5.0 out of 5 stars,Very good phone,Size: 6GB+128GB
12-Jun-19,,Mayur Garg,5.0 out of 5 stars,Best phone in this range,Size: 8GB+256GB
08-Jun-19,,vishal girdhar,5.0 out of 5 stars,Superb phone,Size: 8GB+256GB
28-Aug-19,,Divya bharathi,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
14-Aug-19,,Nishu Sharma,5.0 out of 5 stars,Excellent android phone,Size: 6GB+128GB
06-Sep-19,,saj,4.0 out of 5 stars,Lamborghini speed,Size: 6GB+128GB
08-Jul-19,,Amazon Customer,4.0 out of 5 stars,Warranty card not provided,Size: 6GB+128GB
31-Jul-19,,SHIVA ,4.0 out of 5 stars,Good one,Size: 6GB+128GB
22-Aug-19,,PREMKUMAR,5.0 out of 5 stars,Good,Size: 8GB+256GB
21-Aug-19,,vinay chennuri,5.0 out of 5 stars,Quality is good,Size: 6GB+128GB
23-Aug-19,,Adnan Ali,5.0 out of 5 stars,Terrific. Planning on buying one more,Size: 6GB+128GB
23-Jun-19,,Garvit Omer,5.0 out of 5 stars,Blind Buy!,Size: 6GB+128GB
13-Jul-19,,PRADIP KUMAR,5.0 out of 5 stars,speed,Size: 6GB+128GB
07-Aug-19,,saddam,4.0 out of 5 stars,Overall good...,Size: 6GB+128GB
25-Aug-19,,Prakhar Goyal,5.0 out of 5 stars,Just go for it. !,Size: 6GB+128GB
23-Aug-19,,Amazon Customer,5.0 out of 5 stars,Excellent,Size: 6GB+128GB
18-Aug-19,,Richa Bimara,5.0 out of 5 stars,Best phone,Size: 6GB+128GB
16-Aug-19,,Ganesh,5.0 out of 5 stars,One plus at its best,Size: 6GB+128GB
07-Jun-19,,bimal,5.0 out of 5 stars,Amazing phone.,Size: 6GB+128GB
18-Jun-19,,Sohail ,5.0 out of 5 stars,Amazing,Size: 6GB+128GB
24-Aug-19,,Amazon Customer,5.0 out of 5 stars,Best mobile in 30k range,Size: 6GB+128GB
18-Aug-19,,Arnab,5.0 out of 5 stars,GREAT VALUE FOR MONEY,Size: 6GB+128GB
20-Jul-19,,mohit bhatia,4.0 out of 5 stars,Awesome speedy phone.,Size: 6GB+128GB
14-Jul-19,,Thilak,5.0 out of 5 stars,Good phone,Size: 6GB+128GB
08-Jun-19,,Ashish,5.0 out of 5 stars,Beautiful and fast,Size: 8GB+256GB
22-Jul-19,,jatinder pal singh,5.0 out of 5 stars,The best phone,Size: 8GB+256GB
14-Aug-19,,Gurudatt,5.0 out of 5 stars,Good phone but bit costly,Size: 8GB+256GB
13-Aug-19,,Manoj,5.0 out of 5 stars,Phone is fantastic and no other phone have dare to beat this🦁🦁🦁🦁🦁,Size: 8GB+256GB
20-Jul-19,,Aniket S.,5.0 out of 5 stars,Best phone,Size: 6GB+128GB
19-Jul-19,,Aditi Yadav,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
13-Jul-19,,Amazon Customer,2.0 out of 5 stars,Faulty fingerprint reader,Size: 6GB+128GB
20-Jun-19,,sandip,5.0 out of 5 stars,One plus 7 is very good product,Size: 6GB+128GB
23-Jul-19,,Biswajit D.,5.0 out of 5 stars,Great phone overall,Size: 6GB+128GB
21-Jun-19,,Amazon Customer,5.0 out of 5 stars,Awesome fone. .,Size: 6GB+128GB
01-Aug-19,,Alisha N.,5.0 out of 5 stars,Go for it,Size: 6GB+128GB
22-Jun-19,,Saurabh,5.0 out of 5 stars,Pahckaging Issue,Size: 6GB+128GB
10-Sep-19,,Archana ,5.0 out of 5 stars,Good,Size: 6GB+128GB
07-Jul-19,,Priscilla,5.0 out of 5 stars,"Battery life , camera quality",Size: 6GB+128GB
02-Jul-19,,Anand Singh,5.0 out of 5 stars,Value for money,Size: 8GB+256GB
29-Aug-19,,Amazon Customer,4.0 out of 5 stars,Good camera and UI,Size: 6GB+128GB
26-Aug-19,,Sartising Timung,5.0 out of 5 stars,Fast Fingerprint Reader,Size: 6GB+128GB
27-Jun-19,,Amazon Customer,5.0 out of 5 stars,"Missing some parts like c-type adapter, Screen protector",Size: 8GB+256GB
04-Jul-19,,nasruddin,5.0 out of 5 stars,Supper,Size: 8GB+256GB
28-Aug-19,,Aditya Tankhiwale,4.0 out of 5 stars,Awesome phone.. camera not that good though..,Size: 6GB+128GB
05-Aug-19,,Prasad Satturwar,5.0 out of 5 stars,Budget superfast smartphone.,Size: 6GB+128GB
12-Aug-19,,margesh valia,5.0 out of 5 stars,Good,Size: 6GB+128GB
25-Jul-19,,Kanchan Jain,5.0 out of 5 stars,Worth the money,Size: 8GB+256GB
17-Jun-19,,suresh v.,5.0 out of 5 stars,Best phone,Size: 8GB+256GB
23-Jul-19,,Insiya A.,5.0 out of 5 stars,ok,Size: 6GB+128GB
17-Sep-19,,Amazon Customer,5.0 out of 5 stars,Amazing Phone,Size: 8GB+256GB
25-Jul-19,,Bharat patel,5.0 out of 5 stars,Premium phone at discounted price,Size: 8GB+256GB
29-Jul-19,,All,4.0 out of 5 stars,Good product,Size: 6GB+128GB
20-Aug-19,,Shashi Bhushan Prasad,1.0 out of 5 stars,Hyped Product,Size: 6GB+128GB
22-Aug-19,,Suchit,4.0 out of 5 stars,Good,Size: 6GB+128GB
22-Jul-19,,Kishor Neelagiri,5.0 out of 5 stars,great phone,Size: 6GB+128GB
17-Aug-19,,Harsh Chimna,5.0 out of 5 stars,👍,Size: 6GB+128GB
03-Jul-19,,Satyam Singh,5.0 out of 5 stars,awesome product,Size: 6GB+128GB
02-Jul-19,,sai sanjay,4.0 out of 5 stars,Awesome,Size: 6GB+128GB
17-Aug-19,,Nikitha ,5.0 out of 5 stars,About,Size: 6GB+128GB
06-Aug-19,,Fayasdeen,4.0 out of 5 stars,"Not a headturning phone , it will do its job though . Mid ranger",Size: 6GB+128GB
24-Jul-19,,Dr m.,5.0 out of 5 stars,Quality product worth buying..,Size: 8GB+256GB
13-Aug-19,,T.Vinod Reddy,5.0 out of 5 stars,Good,Size: 6GB+128GB
14-Jul-19,,Mosaheydul Hoque,3.0 out of 5 stars,Fingerprint problem,Size: 8GB+256GB
10-Jul-19,,Amazon Customer,4.0 out of 5 stars,Poor camera but makes up with everything else,Size: 6GB+128GB
04-Sep-19,,VINAYAK ASHRI,5.0 out of 5 stars,Value for money,Size: 6GB+128GB
23-Aug-19,,Nayansinh Rana,5.0 out of 5 stars,Great phone,Size: 6GB+128GB
16-Aug-19,,Leo Prince Anthoni.J,4.0 out of 5 stars,Worthy,Size: 8GB+256GB
14-Aug-19,,Supriya,5.0 out of 5 stars,Awesome,Size: 8GB+256GB
18-Jun-19,,Venky,5.0 out of 5 stars,Oxygen OS is very fast,Size: 6GB+128GB
25-Jul-19,,pradeep,5.0 out of 5 stars,Great.....,Size: 6GB+128GB
21-Aug-19,,Manoj,5.0 out of 5 stars,I am satisfied,Size: 6GB+128GB
23-Jun-19,One person found this helpful,Lakshmi,4.0 out of 5 stars,Good,Size: 6GB+128GB
12-Jun-19,,Govind,5.0 out of 5 stars,Love u OnePlus,Size: 6GB+128GB
07-Jun-19,,Pranay,5.0 out of 5 stars,Positive,Size: 6GB+128GB
14-Aug-19,,Ankush,5.0 out of 5 stars,Great product great performance,Size: 6GB+128GB
20-Jul-19,,malarvizhi,4.0 out of 5 stars,Good gadget,Size: 6GB+128GB
21-Aug-19,,Abhilash kumar,5.0 out of 5 stars,Love this phon with all expect.,Size: 6GB+128GB
18-Jun-19,,Sridhar Bejugam,5.0 out of 5 stars,Best phone,Size: 6GB+128GB
10-Sep-19,,naveenkumar,5.0 out of 5 stars,Affordable premium smartphone,Size: 8GB+256GB
28-Aug-19,,Anish,4.0 out of 5 stars,good phone in this budget,Size: 8GB+256GB
27-Aug-19,,chandu,4.0 out of 5 stars,Oneplus 7 not as expected,Size: 6GB+128GB
22-Aug-19,,Deepa,4.0 out of 5 stars,It's just OK!!,Size: 6GB+128GB
30-Jul-19,,Amazon Customer,1.0 out of 5 stars,Cheat product by OnePlus,Size: 8GB+256GB
02-Aug-19,,Ravi,4.0 out of 5 stars,Very good product,Size: 6GB+128GB
28-Jul-19,,Shiv Pal,5.0 out of 5 stars,Amazing... awesome,Size: 6GB+128GB
23-Jul-19,,Vth,4.0 out of 5 stars,With in this price need more improvement,Size: 6GB+128GB
13-Aug-19,,Vineet,5.0 out of 5 stars,Superb Product,Size: 6GB+128GB
25-Aug-19,,Kiaan,4.0 out of 5 stars,Good,Size: 6GB+128GB
13-Aug-19,,Narendra,5.0 out of 5 stars,No heating. Good,Size: 6GB+128GB
23-Jul-19,,s.sreenivasreddy,5.0 out of 5 stars,OnePlus 7,Size: 8GB+256GB
07-Jul-19,,Gagan,4.0 out of 5 stars,"Battery life ok,..",Size: 8GB+256GB
