date,helpful,name,rating,review,size
28-Aug-19,,Murugaiya Sridar,4.0 out of 5 stars,Wonderful mobile,Size: 6GB+128GB
15-Jun-19,,Lohith M S,5.0 out of 5 stars,OnePlus 7 : Top class mobile over all.,Size: 6GB+128GB
11-Jun-19,,neelam kumar menda,5.0 out of 5 stars,Value for money,Size: 6GB+128GB
20-Aug-19,,Prasun,5.0 out of 5 stars,Battery life is too good,Size: 6GB+128GB
26-Jul-19,,Amazon Customer,5.0 out of 5 stars,Wonderful,Size: 6GB+128GB
13-Jun-19,,JIGAR RAHEVAR,5.0 out of 5 stars,Improve cemera performance,Size: 6GB+128GB
17-Jun-19,,AB Singh,5.0 out of 5 stars,Amazing product on Amazon,Size: 6GB+128GB
17-Aug-19,,SivaPrakash,1.0 out of 5 stars,My oneplus 3 performing better then this oneplus7,Size: 8GB+256GB
22-Jun-19,One person found this helpful,UDAY,5.0 out of 5 stars,Too Good...😍😍,Size: 6GB+128GB
22-Aug-19,,Surender Singh,5.0 out of 5 stars,Go for it,Size: 6GB+128GB
13-Jul-19,,Amazon Customer,4.0 out of 5 stars,Need Updates!,Size: 6GB+128GB
05-Sep-19,,Rohit,4.0 out of 5 stars,Battery life,Size: 8GB+256GB
21-Jun-19,,Akhil Krishnan,5.0 out of 5 stars,Excellent,Size: 8GB+256GB
16-Sep-19,,UPASNA JAIN,1.0 out of 5 stars,Bought a new phone and my phone is a faulter device,Size: 6GB+128GB
29-Aug-19,,Suyash,4.0 out of 5 stars,Battery isn't the best part..,Size: 8GB+256GB
20-Jul-19,,Tarushi agrawal,3.0 out of 5 stars,Finger printer is not dat ok.,Size: 8GB+256GB
06-Jul-19,,Amazon Customer,5.0 out of 5 stars,Worth every penny,Size: 6GB+128GB
11-Jun-19,,Nikhil K.,3.0 out of 5 stars,Heats a lot,Size: 8GB+256GB
15-Jun-19,,V Sai Sri Charan,5.0 out of 5 stars,Buy one plus 7 mobile,Size: 6GB+128GB
03-Sep-19,,Anjali bohara,5.0 out of 5 stars,Great product,Size: 6GB+128GB
10-Jul-19,,Pratik,5.0 out of 5 stars,Lovely phone,Size: 8GB+256GB
04-Jul-19,,Aravind Prakash,5.0 out of 5 stars,Awesome in one word,Size: 8GB+256GB
05-Sep-19,,Amazon Customer,5.0 out of 5 stars,Dream Phone Dream experience,Size: 6GB+128GB
02-Aug-19,,Sachin Warade,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
12-Jul-19,,Amitabh Singh,5.0 out of 5 stars,Great phone,Size: 6GB+128GB
08-Sep-19,,Arun Kuchanur,4.0 out of 5 stars,Good cam and battery,Size: 6GB+128GB
13-Sep-19,,Yatin,5.0 out of 5 stars,Superb !!!!!,Size: 6GB+128GB
10-Jul-19,,Sreeja,5.0 out of 5 stars,Best phone at affordable price,Size: 8GB+256GB
22-Jun-19,One person found this helpful,Vinod Kumar Yadav,1.0 out of 5 stars,Defective piece...,Size: 6GB+128GB
04-Aug-19,,paurush,5.0 out of 5 stars,Value for money,Size: 6GB+128GB
09-Aug-19,,Mayur,5.0 out of 5 stars,Worth to buy 💯,Size: 8GB+256GB
15-Aug-19,,Amazon Customer,4.0 out of 5 stars,Main problems in this phone,Size: 6GB+128GB
22-Jul-19,,Jai,5.0 out of 5 stars,Lovely gadget,Size: 6GB+128GB
24-Jun-19,,VIVEK K.,5.0 out of 5 stars,One of the BEST,Size: 6GB+128GB
09-Jul-19,,suraj paswan,5.0 out of 5 stars,Awesome product,Size: 8GB+256GB
20-Jul-19,,Bhavesh Desai,1.0 out of 5 stars,Camera is not good.,Size: 6GB+128GB
21-Aug-19,,Saurav,4.0 out of 5 stars,Good one but could have been better,Size: 8GB+256GB
26-Jun-19,,Ravi kant,5.0 out of 5 stars,Calling issue,Size: 8GB+256GB
11-Jun-19,,Asa,1.0 out of 5 stars,Deceiving review,Size: 6GB+128GB
14-Jul-19,,Nikhil,5.0 out of 5 stars,This one is flagship killer not 7pro,Size: 6GB+128GB
25-Jul-19,,sheikh haydar,4.0 out of 5 stars,Doesnt like the design that much,Size: 6GB+128GB
20-Jul-19,,Amazon Customer,5.0 out of 5 stars,Must Buy Phone,Size: 8GB+256GB
02-Sep-19,,Dayanand,4.0 out of 5 stars,Good,Size: 6GB+128GB
14-Aug-19,,abhi garg,4.0 out of 5 stars,Oneplus 7,Size: 8GB+256GB
24-Jul-19,,Amazon Customer,5.0 out of 5 stars,Flagship killer...,Size: 6GB+128GB
29-Jun-19,,Vikas Bevoor,5.0 out of 5 stars,One of the best flagship killer phone.,Size: 6GB+128GB
02-Aug-19,One person found this helpful,Arul prakash,5.0 out of 5 stars,Worth the money..,Size: 8GB+256GB
31-Jul-19,One person found this helpful,Prabhu Singh rajpurohit,4.0 out of 5 stars,Battery and camera,Size: 8GB+256GB
01-Sep-19,,S G,4.0 out of 5 stars,Poor quality screen protector...,Size: 6GB+128GB
08-Jul-19,,Shubham Kaushik,3.0 out of 5 stars,Performance is Okay,Size: 8GB+256GB
08-Aug-19,,KISHAN GUPTA,1.0 out of 5 stars,Not a value for money,Size: 6GB+128GB
21-Aug-19,,Chaitanya,5.0 out of 5 stars,Best in Segment.,Size: 6GB+128GB
07-Sep-19,,PAWAN KUMAR M,5.0 out of 5 stars,Paisa vasul,Size: 8GB+256GB
28-Jun-19,,Amazon Customer,4.0 out of 5 stars,"Not zero cost EMI,",Size: 8GB+256GB
12-Jul-19,,Siva,5.0 out of 5 stars,Best,Size: 6GB+128GB
16-Aug-19,,Saji Mathew,5.0 out of 5 stars,Excellent Product,Size: 6GB+128GB
28-Jul-19,,Subhrajeet Das,5.0 out of 5 stars,Awesome phone!!,Size: 6GB+128GB
10-Jun-19,,deeptak ghosh,5.0 out of 5 stars,Best smartphone of the year.,Size: 6GB+128GB
04-Jul-19,,Amazon Customer,2.0 out of 5 stars,Fingerprint scanner does not work,Size: 8GB+256GB
06-Sep-19,,SODAM PRAKASH REDDY,5.0 out of 5 stars,Excellent,Size: 6GB+128GB
10-Jul-19,,sathishram,2.0 out of 5 stars,Big Drop Back of this Mobile Battery Life,Size: 6GB+128GB
12-Sep-19,,Amazon Customer,5.0 out of 5 stars,Very nice phone,Size: 8GB+256GB
18-Jul-19,,M jithesh,5.0 out of 5 stars,Nice,Size: 6GB+128GB
25-Jun-19,,SUNIL KUMAR,5.0 out of 5 stars,VALUE FOR MONEY,Size: 6GB+128GB
29-Jul-19,,Vijay Parmar,5.0 out of 5 stars,Camera,Size: 6GB+128GB
19-Sep-19,,Joel,5.0 out of 5 stars,Worth buy,Size: 8GB+256GB
30-Jul-19,,Ganesh Muddada,4.0 out of 5 stars,Poor Camera quality. Not worth of money,Size: 6GB+128GB
25-Jun-19,,Sav,5.0 out of 5 stars,Its is good,Size: 6GB+128GB
23-Aug-19,,Kedar,5.0 out of 5 stars,Awsome mobile,Size: 6GB+128GB
21-Jul-19,,Sachin kumar jha,5.0 out of 5 stars,Good to go 👍 except you are looking for good 🔋 life.,Size: 6GB+128GB
08-Jul-19,,Amazon Customer,5.0 out of 5 stars,Happy with product,Size: 6GB+128GB
27-Jul-19,,Amazon Customer,4.0 out of 5 stars,Flagship killer,Size: 6GB+128GB
20-Jul-19,,Smita kulkarni,5.0 out of 5 stars,Happy with performance.,Size: 8GB+256GB
19-Jul-19,,Aswin Ambady,5.0 out of 5 stars,Fingerprint reader hit or miss,Size: 6GB+128GB
20-Aug-19,,T N PANDEY,4.0 out of 5 stars,Notification issues,Size: 8GB+256GB
27-Jul-19,,aman shrivastava,5.0 out of 5 stars,Value for money,Size: 8GB+256GB
17-Jul-19,,Saksham jais,4.0 out of 5 stars,Satisfied with amazon fast delivery,Size: 6GB+128GB
16-Jul-19,,rakesh sharma,1.0 out of 5 stars,BAD EXPERIENCE WITH AMAZON,Size: 8GB+256GB
05-Jul-19,,navaneetha rajagopal,5.0 out of 5 stars,Worth the price!!!!,Size: 8GB+256GB
16-Aug-19,,Janmith,4.0 out of 5 stars,Your phone gets old every half a year with new OnePlus phones,Size: 6GB+128GB
30-Jun-19,,Sishir,2.0 out of 5 stars,Mobile data not working,Size: 6GB+128GB
21-Sep-19,,GAUTAM T.,5.0 out of 5 stars,Fooling in GST,Size: 6GB+128GB
03-Aug-19,,Amazon Customer,5.0 out of 5 stars,Excellent phone,Size: 8GB+256GB
19-Jul-19,One person found this helpful,Vinesh Mhatre,5.0 out of 5 stars,Nice phone,Size: 6GB+128GB
25-Jun-19,,Abdul sattar,5.0 out of 5 stars,Kya to to to bat hae,Size: 6GB+128GB
18-Jun-19,,rajat sarin,5.0 out of 5 stars,Super Fast Beast..,Size: 8GB+256GB
06-Jul-19,,Lakshyajit Handique,4.0 out of 5 stars,Perfect 👍👌,Size: 6GB+128GB
22-Aug-19,,PARMESHWAR,4.0 out of 5 stars,Bad experience!!,Size: 6GB+128GB
22-Aug-19,,Adnan Nadkar,4.0 out of 5 stars,Good Phone,Size: 6GB+128GB
22-Jul-19,,RADHAKANTA,4.0 out of 5 stars,Satisfied,Size: 6GB+128GB
16-Jun-19,,Vikas,3.0 out of 5 stars,Great phone with average camera,Size: 6GB+128GB
02-Aug-19,,sivakumar,5.0 out of 5 stars,OnePlus 7 The king,Size: 6GB+128GB
21-Jul-19,,Sushil,5.0 out of 5 stars,Best smartphone,Size: 6GB+128GB
17-Aug-19,,saksham kocher,4.0 out of 5 stars,Nice product,Size: 8GB+256GB
04-Jul-19,,Ankur v.,5.0 out of 5 stars,Thank u oneplus,Size: 8GB+256GB
24-Aug-19,,Sachidananda panda,4.0 out of 5 stars,Overly good.,Size: 6GB+128GB
19-Jul-19,,SK,5.0 out of 5 stars,value for money,Size: 8GB+256GB
10-Jun-19,,Dipanshu v.,5.0 out of 5 stars,Best under 35k ....great performance..!!,Size: 6GB+128GB
04-Aug-19,,Amazon Customer,5.0 out of 5 stars,Best premium phone,Size: 6GB+128GB
08-Sep-19,,Harshit Sharma,5.0 out of 5 stars,9 out of 10 from my side,Size: 8GB+256GB
01-Sep-19,,Navin,1.0 out of 5 stars,Not happy with oneplus 7,Size: 6GB+128GB
10-Aug-19,,YOGESH RANE,1.0 out of 5 stars,Oneplus 7 is not charging after 2 days.,Size: 8GB+256GB
17-Jul-19,,MuKib Khan,5.0 out of 5 stars,Performance beast,Size: 8GB+256GB
26-Jun-19,,Yashu Rajpurohit,1.0 out of 5 stars,Facing hanging problem,Size: 8GB+256GB
14-Jun-19,,Amazon Customer,5.0 out of 5 stars,Fingerprint is ☹️😞😓 not good,Size: 8GB+256GB
22-Jun-19,,Rajesh Pandey,5.0 out of 5 stars,Very Nice,Size: 6GB+128GB
30-Jun-19,One person found this helpful,Gobind,5.0 out of 5 stars,This model is so amazing...,Size: 8GB+256GB
31-Jul-19,,Nithish Kumar,5.0 out of 5 stars,Best phone ever,Size: 6GB+128GB
20-Jul-19,One person found this helpful,Pushkar Rajbhoj,4.0 out of 5 stars,Best in that price,Size: 8GB+256GB
24-Jun-19,,LITZ,5.0 out of 5 stars,Superb,Size: 6GB+128GB
27-Jul-19,,Hapiesidhu,5.0 out of 5 stars,Best phone,Size: 6GB+128GB
16-Jun-19,,Vishal gupta,5.0 out of 5 stars,Best camera and smooth experience,Size: 6GB+128GB
18-Aug-19,,Amazon Customer,4.0 out of 5 stars,"Good phone, descent price",Size: 6GB+128GB
07-Sep-19,,Ankit sharma,5.0 out of 5 stars,Mobile,Size: 6GB+128GB
17-Sep-19,,kushal chavarkar,5.0 out of 5 stars,Snappy beast🔥🔥🔥,Size: 6GB+128GB
25-Jul-19,,raghvendra pathak,1.0 out of 5 stars,Substandard product.,Size: 6GB+128GB
08-Jun-19,,Amazon Customer,5.0 out of 5 stars,One plus 7-Absolute steal for this price.,Size: 6GB+128GB
08-Jun-19,,Amazon Customer,5.0 out of 5 stars,One plus 7 is a unique item,Size: 6GB+128GB
09-Jul-19,One person found this helpful,manan,5.0 out of 5 stars,Super duper,Size: 6GB+128GB
15-Jun-19,,Naresh Bherwani,5.0 out of 5 stars,Superb Exchange Offer,Size: 8GB+256GB
11-Aug-19,,Ajay Gajanan Malage,3.0 out of 5 stars,Ok ok,Size: 6GB+128GB
13-Jun-19,,Durga Padhilati,5.0 out of 5 stars,Totally satisfied,Size: 6GB+128GB
18-Jul-19,,Amazon Customer,5.0 out of 5 stars,Awesome,Size: 8GB+256GB
11-Jun-19,,Thirupathesh S,4.0 out of 5 stars,"Clean UI, Apple of Android phone.",Size: 6GB+128GB
28-Jul-19,,vijay krishna,5.0 out of 5 stars,Good buy,Size: 6GB+128GB
07-Jun-19,,Karthik,5.0 out of 5 stars,Go beyond speed,Size: 6GB+128GB
09-Jun-19,,Amazon Customer,4.0 out of 5 stars,No ear phone cable connector provided or ear phones are provided,Size: 8GB+256GB
04-Jul-19,,Amazon Customer,5.0 out of 5 stars,Great product,Size: 6GB+128GB
17-Aug-19,,Meet Desai,5.0 out of 5 stars,Brilliant,Size: 6GB+128GB
07-Jun-19,One person found this helpful,Rahul Mendiratta,5.0 out of 5 stars,Nice product with good feature,Size: 8GB+256GB
22-Aug-19,,Amazon Customer,5.0 out of 5 stars,Better than 6t,Size: 6GB+128GB
19-Aug-19,,Amazon Customer,2.0 out of 5 stars,Need to replace items,Size: 8GB+256GB
09-Jul-19,,Raju,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
30-Jul-19,,Vikramjeet,5.0 out of 5 stars,One plus seven rocks,Size: 6GB+128GB
25-Jul-19,,An um,5.0 out of 5 stars,Awsome 😍,Size: 6GB+128GB
09-Sep-19,,Mrinal Bhandari,5.0 out of 5 stars,Overall good deal.,Size: 6GB+128GB
09-Sep-19,,Vishnu Tensingh,5.0 out of 5 stars,Awesome device,Size: 8GB+256GB
20-Jun-19,,SHAHZEB,5.0 out of 5 stars,Awesome mobile,Size: 6GB+128GB
13-Jun-19,,Abhinav Vatsa,4.0 out of 5 stars,Amazing phone!! Must go for it!,Size: 6GB+128GB
18-Jul-19,,Tarun,5.0 out of 5 stars,Great,Size: 8GB+256GB
07-Jun-19,,Kaushik,4.0 out of 5 stars,Value for money,Size: 6GB+128GB
20-Jul-19,,t.a.n.m.a.y,5.0 out of 5 stars,Go For It,Size: 6GB+128GB
31-Jul-19,,Kapil,5.0 out of 5 stars,Oneplus Fan,Size: 6GB+128GB
12-Jun-19,,Vignesh Lingam,5.0 out of 5 stars,Cool mobile,Size: 6GB+128GB
07-Jul-19,,PandaSandy,2.0 out of 5 stars,Heating issue while using GPS,Size: 6GB+128GB
25-Jun-19,,Rutvij Patel,5.0 out of 5 stars,Best OnePlus till date.,Size: 8GB+256GB
16-Jun-19,,Authorized Customer,4.0 out of 5 stars,Worth Buying,Size: 6GB+128GB
16-Aug-19,,Basab De,5.0 out of 5 stars,My Review OP7,Size: 6GB+128GB
18-Jul-19,,saranya,5.0 out of 5 stars,Super phone,Size: 8GB+256GB
14-Jun-19,,Rohit Kamat,5.0 out of 5 stars,Fastest among all,Size: 6GB+128GB
26-Jun-19,,NATWAR UPADHYAY,5.0 out of 5 stars,An awesome purchase...,Size: 6GB+128GB
14-Aug-19,,NIPPU YADAV,5.0 out of 5 stars,mst,Size: 6GB+128GB
08-Jun-19,,ayush,5.0 out of 5 stars,Love this phone,Size: 6GB+128GB
23-Aug-19,,Amazon Customer,5.0 out of 5 stars,One plus 7,Size: 6GB+128GB
21-Aug-19,,Hardik Gohil,5.0 out of 5 stars,Trustworthy Brand,Size: 8GB+256GB
07-Jun-19,,Garuu,4.0 out of 5 stars,Amazing but problem of little heating and battery consumption also it hangs a lot,Size: 6GB+128GB
22-Jun-19,,Darshit Singhal,4.0 out of 5 stars,Less camera features,Size: 6GB+128GB
26-Aug-19,,Deepak Kumar J,5.0 out of 5 stars,Best phone!! worth for money,Size: 8GB+256GB
20-Aug-19,,Gurpreet Singh,5.0 out of 5 stars,Super offer best price value for money,Size: 6GB+128GB
20-Jun-19,,Rahul M.,4.0 out of 5 stars,Camera could have been better..But still good,Size: 6GB+128GB
12-Jul-19,,Stanly,5.0 out of 5 stars,OnePlus user..Always it's user.. OnePlus 1 to OnePlus 5 and now OnePlus 7,Size: 8GB+256GB
19-Sep-19,,Amazon Customer,4.0 out of 5 stars,Just ok. Not impressed much.,Size: 6GB+128GB
07-Jun-19,One person found this helpful,Saravana Kumar,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
07-Aug-19,,Nil,3.0 out of 5 stars,Good product,Size: 6GB+128GB
02-Jul-19,,Sandy,5.0 out of 5 stars,Good,Size: 6GB+128GB
24-Jul-19,,Jitendra,5.0 out of 5 stars,Good product. Camera optimisation needed.,Size: 8GB+256GB
10-Jul-19,One person found this helpful,Nikhil,5.0 out of 5 stars,Never settle,Size: 6GB+128GB
02-Jul-19,,Arun Kumar Jethi,5.0 out of 5 stars,LOVING,Size: 6GB+128GB
28-Jul-19,,Amazon Customer,5.0 out of 5 stars,The Workhorse,Size: 6GB+128GB
30-Jul-19,,The Lion King....,5.0 out of 5 stars,ROCK-SHOX.....,Size: 8GB+256GB
30-Jun-19,,Jatin,5.0 out of 5 stars,Value for money and great experience,Size: 6GB+128GB
07-Aug-19,One person found this helpful,Avinash D.,5.0 out of 5 stars,Charger not working,Size: 6GB+128GB
07-Jul-19,,Mohit Kumar,4.0 out of 5 stars,Awsome Phone,Size: 6GB+128GB
01-Jul-19,,Jignesh Patel,5.0 out of 5 stars,Performance oriented phone. Its worth.,Size: 6GB+128GB
08-Jun-19,One person found this helpful,Sameer K.,5.0 out of 5 stars,Superb,Size: 8GB+256GB
03-Aug-19,,Bikramjeet singh,3.0 out of 5 stars,Good phone with microphone issue,Size: 8GB+256GB
24-Jun-19,,sanyam,1.0 out of 5 stars,disappointed,Size: 6GB+128GB
09-Jun-19,,Gaurav,5.0 out of 5 stars,"Highly Recommended, Review Picture attached.",Size: 6GB+128GB
17-Aug-19,,akash banerjee,5.0 out of 5 stars,❤️,Size: 6GB+128GB
12-Aug-19,,Nikhil Jain,5.0 out of 5 stars,Works fine.,Size: 6GB+128GB
14-Jun-19,,Ronak d.,3.0 out of 5 stars,Disappointed,Size: 6GB+128GB
10-Jun-19,,Shakti Nagpal,3.0 out of 5 stars,Had issues which were not resolved by Amazon,Size: 6GB+128GB
21-Aug-19,,Manoj Mevada,5.0 out of 5 stars,BEAST IN SPEED...,Size: 8GB+256GB
07-Jun-19,,Jaspreet singh,5.0 out of 5 stars,Excellent performance.!!,Size: 6GB+128GB
18-Aug-19,,Khizer,5.0 out of 5 stars,Perfect,Size: 6GB+128GB
23-Jun-19,,Abhijeet Vitekar,5.0 out of 5 stars,One plus 7 8GB Ram and 256 GB .. Value for Money,Size: 8GB+256GB
24-Aug-19,,Amazon Customer,5.0 out of 5 stars,Excellent,Size: 8GB+256GB
03-Aug-19,,Amazon Customer,5.0 out of 5 stars,Best phone with best price. Overall performance is really great.,Size: 6GB+128GB
27-Aug-19,,Amazon Customer,5.0 out of 5 stars,Phone of the Year,Size: 6GB+128GB
04-Jul-19,,daggubati kishore,4.0 out of 5 stars,Worthy to buy,Size: 6GB+128GB
21-Aug-19,,Ammu,5.0 out of 5 stars,Best in market,Size: 6GB+128GB
11-Jun-19,,Dinesh Kumar,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
28-Jul-19,,Suhas Kalbhor,5.0 out of 5 stars,Awesome,Size: 6GB+128GB
21-Jul-19,,Aakash,4.0 out of 5 stars,Good product.,Size: 8GB+256GB
09-Aug-19,,Vineeth ,4.0 out of 5 stars,Killer phone... ever used,Size: 6GB+128GB
22-Jun-19,,vishal shetty,5.0 out of 5 stars,Just wonderful!,Size: 6GB+128GB
12-Aug-19,,sikander,5.0 out of 5 stars,Worth the price,Size: 6GB+128GB
12-Jul-19,,Himanshu Hada,5.0 out of 5 stars,Amazing,Size: 6GB+128GB
18-Jun-19,,abbas,5.0 out of 5 stars,Oneplus till the end,Size: 6GB+128GB
20-Aug-19,,anup,3.0 out of 5 stars,"Not good , not bad.",Size: 8GB+256GB
21-Jun-19,,Rajesh,5.0 out of 5 stars,V good,Size: 6GB+128GB
27-Jul-19,,Trisha s.,5.0 out of 5 stars,Great product by OnePlus,Size: 6GB+128GB
12-Jul-19,,K P Singh,3.0 out of 5 stars,Decent phone but many other options also available in market.,Size: 6GB+128GB
24-Jul-19,,Faiz Ansari.,5.0 out of 5 stars,Outstanding,Size: 6GB+128GB
07-Jun-19,One person found this helpful,sarath kumar,5.0 out of 5 stars,Simply awesome worth,Size: 6GB+128GB
13-Jul-19,,Harishchandra,4.0 out of 5 stars,very good,Size: 6GB+128GB
28-Jun-19,,Naveen M.,4.0 out of 5 stars,Nice mobile,Size: 6GB+128GB
05-Jul-19,,priyank maheshwari,5.0 out of 5 stars,Must have included,Size: 8GB+256GB
29-Jul-19,One person found this helpful,Amazon Customer,5.0 out of 5 stars,Worth for money.. satisfied mobile configuration,Size: 6GB+128GB
27-Jul-19,,ashu817,4.0 out of 5 stars,Happy with the product,Size: 6GB+128GB
13-Sep-19,,subrat,4.0 out of 5 stars,More than average but not the best,Size: 6GB+128GB
02-Sep-19,,saurabh trivedi,5.0 out of 5 stars,Good budget combo phone,Size: 6GB+128GB
12-Jul-19,,sainath khadke,5.0 out of 5 stars,I'm loving it...,Size: 6GB+128GB
08-Aug-19,,m gupta,4.0 out of 5 stars,Very good phone except the price is little on the higher side.,Size: 6GB+128GB
07-Jun-19,One person found this helpful,vikas kashyap,5.0 out of 5 stars,"Still, one plus need to upgrade",Size: 6GB+128GB
27-Jul-19,,AmazonCustomer,5.0 out of 5 stars,Excellent,Size: 6GB+128GB
16-Sep-19,,Neha Kanabar,1.0 out of 5 stars,Kindly help with replacement as glass of phone has a crack,Size: 8GB+256GB
26-Jul-19,,Prasenjeet Sinha,4.0 out of 5 stars,Satisfied,Size: 6GB+128GB
12-Jul-19,,somdutt khairwar,5.0 out of 5 stars,Good product,Size: 6GB+128GB
11-Aug-19,,Manan Somani ,5.0 out of 5 stars,Best phone for speed,Size: 8GB+256GB
05-Aug-19,,Amazon Customer,5.0 out of 5 stars,Nice one,Size: 6GB+128GB
22-Jun-19,One person found this helpful,Prime RT,1.0 out of 5 stars,Return policy,Size: 6GB+128GB
12-Jul-19,One person found this helpful,Rahul Singh,4.0 out of 5 stars,Rign volume option is not working,Size: 6GB+128GB
10-Aug-19,,Rathod Siddharth,5.0 out of 5 stars,Value for money.,Size: 6GB+128GB
06-Jul-19,,VENKADESH,5.0 out of 5 stars,"High performance, life style changer",Size: 6GB+128GB
08-Jun-19,,Jaswinder saini,5.0 out of 5 stars,Very good osm phone,Size: 6GB+128GB
11-Jun-19,,shashank,5.0 out of 5 stars,The best phone,Size: 6GB+128GB
10-Sep-19,,sunil,5.0 out of 5 stars,Cool,Size: 6GB+128GB
29-Jun-19,,Vivek,5.0 out of 5 stars,Product reviews,Size: 6GB+128GB
26-Aug-19,,akshara,4.0 out of 5 stars,Serves the purpose,Size: 6GB+128GB
23-Jul-19,,Amazon Customer,5.0 out of 5 stars,Value for Money Buy,Size: 6GB+128GB
22-Jul-19,,Amazon Customer,5.0 out of 5 stars,Worth to buy,Size: 6GB+128GB
11-Jun-19,,Murtaza,5.0 out of 5 stars,Hits the nail hard!,Size: 6GB+128GB
01-Aug-19,,Aditya Gamare,5.0 out of 5 stars,Go for it.,Size: 6GB+128GB
13-Jun-19,One person found this helpful,Amazon Customer,5.0 out of 5 stars,Finger print sensor needs update and improvements,Size: 6GB+128GB
14-Jul-19,,Abhishek s.,5.0 out of 5 stars,High quality phone,Size: 6GB+128GB
14-Aug-19,,Amazon Customer,3.0 out of 5 stars,Not as good as expected.,Size: 8GB+256GB
10-Jul-19,,Gagan bhau,5.0 out of 5 stars,There should be an earphones in box,Size: 8GB+256GB
20-Jul-19,,goutam maiti,5.0 out of 5 stars,Great for immersive sound lover,Size: 6GB+128GB
08-Jul-19,,J,5.0 out of 5 stars,Love it,Size: 8GB+256GB
28-Jun-19,,Veena S,5.0 out of 5 stars,Good phone,Size: 8GB+256GB
21-Aug-19,,Sudin Padloskar,5.0 out of 5 stars,Everything is good except,Size: 6GB+128GB
17-Jul-19,,vikas,4.0 out of 5 stars,Very good,Size: 6GB+128GB
28-Jun-19,,Amazon Customer,4.0 out of 5 stars,Nice Phone,Size: 6GB+128GB
29-Jun-19,,Harsh Vardhan Joshi,2.0 out of 5 stars,Not Value for money.,Size: 6GB+128GB
21-Jul-19,,Tribikram,5.0 out of 5 stars,OP7,Size: 8GB+256GB
07-Aug-19,,Pratik Shah,4.0 out of 5 stars,Best premium phone,Size: 6GB+128GB
21-Sep-19,,Amazon Customer,5.0 out of 5 stars,Beyond words....,Size: 8GB+256GB
30-Jun-19,,Rohith,4.0 out of 5 stars,Overall it's a nice product,Size: 6GB+128GB
24-Aug-19,,Vaibhav Chaudhary,5.0 out of 5 stars,Nice phone to buy,Size: 8GB+256GB
26-Jul-19,One person found this helpful,Surajp,5.0 out of 5 stars,Everything in 1,Size: 8GB+256GB
03-Jul-19,,Mohd F.,4.0 out of 5 stars,Perfect except for AMOLED Screen,Size: 6GB+128GB
22-Aug-19,,Mahesh Sawant,4.0 out of 5 stars,Good,Size: 6GB+128GB
20-Jul-19,,MAHIPALSINH,5.0 out of 5 stars,Go for it,Size: 6GB+128GB
11-Jul-19,,Amazon Customer,5.0 out of 5 stars,Review after 1 month of use,Size: 6GB+128GB
08-Jun-19,,Pradeep Saharan,5.0 out of 5 stars,Nice product,Size: 8GB+256GB
06-Aug-19,,dharani,3.0 out of 5 stars,No more expect not worthy for this price segment,Size: 6GB+128GB
24-Jul-19,,AJEET DHAKA,5.0 out of 5 stars,Nice phone,Size: 6GB+128GB
04-Aug-19,,Amazon Customer,5.0 out of 5 stars,Recommend it,Size: 8GB+256GB
17-Jun-19,One person found this helpful,Amazon Customer,5.0 out of 5 stars,Best phone,Size: 6GB+128GB
14-Aug-19,,vijayakumar,5.0 out of 5 stars,Wonderful mobile phone one plus 7,Size: 6GB+128GB
10-Sep-19,,Manis,5.0 out of 5 stars,Very impressive...,Size: 6GB+128GB
14-Jul-19,,arish ballana,5.0 out of 5 stars,Awesome product,Size: 6GB+128GB
12-Aug-19,,Thanush Reddy,4.0 out of 5 stars,Overall ok for this price,Size: 6GB+128GB
17-Jul-19,,Pratik P.,4.0 out of 5 stars,Nice product,Size: 6GB+128GB
11-Jun-19,,Arijit,5.0 out of 5 stars,Speechless,Size: 6GB+128GB
18-Aug-19,,Ashish gupta,3.0 out of 5 stars,Overrated product,Size: 6GB+128GB
21-Aug-19,,Mufaddal,5.0 out of 5 stars,Oneplus7,Size: 8GB+256GB
18-Jun-19,2 people found this helpful,hudaif kv,1.0 out of 5 stars,Cracked Backside Glass,Size: 8GB+256GB
23-Jul-19,,ajey,5.0 out of 5 stars,Faaaadu fon,Size: 8GB+256GB
10-Aug-19,,Varun Reddy,5.0 out of 5 stars,Awesome Mobile!,Size: 6GB+128GB
04-Jul-19,,Jayesh varma,5.0 out of 5 stars,#GoBeyondSpeed,Size: 6GB+128GB
17-Jul-19,One person found this helpful,rajeshpal,1.0 out of 5 stars,Ok,Size: 8GB+256GB
16-Aug-19,,Abhay,4.0 out of 5 stars,In short it's great product,Size: 6GB+128GB
22-Jul-19,,Navdeep,5.0 out of 5 stars,My Best phone till date,Size: 8GB+256GB
07-Jul-19,,NPS,4.0 out of 5 stars,"Good performance, not so good built quality",Size: 6GB+128GB
16-Aug-19,,shailender singh,3.0 out of 5 stars,Worst speamoney for this product Samsung mobile is much better compare to this phone,Size: 6GB+128GB
12-Jul-19,,Neetin kumar,5.0 out of 5 stars,Super.,Size: 6GB+128GB
16-Sep-19,,himanshee,1.0 out of 5 stars,Issues,Size: 6GB+128GB
